Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,[Age],[Bounds],[Cities],[Education level],[Freq],[Hazard type],[IHR Capacity],[Level/Status],[Location],[Migratory status],[Mode of transportation],[Name of international agreement],[Name of international institution],[Name of non-communicable disease],[Quantile],[Reporting Type],[Sex],[Tariff regime (status)],[Type of facilities],[Type of mobile technology],[Type of occupation],[Type of product],[Type of skill],[Type of speed]
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","818","Egypt","2004","4.4","2004","World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","Fiscal year end: June 30; reporting period for national accounts data: FY.","G","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","818","Egypt","2008","3.9","2008","World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","Fiscal year end: June 30; reporting period for national accounts data: FY.","G","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","818","Egypt","2010","3","2010","World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","Fiscal year end: June 30; reporting period for national accounts data: FY.","G","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","818","Egypt","2012","2.3","2012","World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","Fiscal year end: June 30; reporting period for national accounts data: FY.","G","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","818","Egypt","2015","1.3","2015","World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.","Fiscal year end: June 30; reporting period for national accounts data: FY.","G","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","12.5","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","25+","","","","","","","","","","","","","","","G","FEMALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","15.9","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15-24","","","","","","","","","","","","","","","G","MALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","15.4","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15-24","","","","","","","","","","","","","","","G","FEMALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","12.9","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15+","","","","","","","","","","","","","","","G","MALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","12.9","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15+","","","","","","","","","","","","","","","G","BOTHSEX","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","12.3","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","25+","","","","","","","","","","","","","","","G","BOTHSEX","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","12.3","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","25+","","","","","","","","","","","","","","","G","MALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","13.1","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15+","","","","","","","","","","","","","","","G","FEMALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2000","15.8","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15-24","","","","","","","","","","","","","","","G","BOTHSEX","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","16.8","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15-24","","","","","","","","","","","","","","","G","FEMALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","13.1","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15+","","","","","","","","","","","","","","","G","MALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","12.3","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","25+","","","","","","","","","","","","","","","G","MALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","14.5","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15+","","","","","","","","","","","","","","","G","FEMALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","12.6","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","25+","","","","","","","","","","","","","","","G","BOTHSEX","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","13.8","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","25+","","","","","","","","","","","","","","","G","FEMALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","16.8","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15-24","","","","","","","","","","","","","","","G","MALE","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","13.4","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15+","","","","","","","","","","","","","","","G","BOTHSEX","","","","","","",""
"1","1.1","1.1.1","SI_POV_EMP1","Employed population below international poverty line, by sex and age (%)","818","Egypt","2005","16.8","","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.","","M","15-24","","","","","","","","","","","","","","","G","BOTHSEX","","","","","","",""
"1","1.2","1.2.1","SI_POV_NAHC","Proportion of population living below the national poverty line (%)","818","Egypt","2004","19.6","2004","Source: World Development Indicators database, World Bank.","Source: Central Administration for Public Mobilization and Statistics. Poverty line is absolute. Government estimate. ","CA","","","","","","","","","ALLAREA","","","","","","","G","","","","","","","",""
"1","1.2","1.2.1","SI_POV_NAHC","Proportion of population living below the national poverty line (%)","818","Egypt","2008","21.6","2008","Source: World Development Indicators database, World Bank.","Source: Central Administration for Public Mobilization and Statistics. Poverty line is absolute. Government estimate. ","CA","","","","","","","","","ALLAREA","","","","","","","G","","","","","","","",""
"1","1.2","1.2.1","SI_POV_NAHC","Proportion of population living below the national poverty line (%)","818","Egypt","2010","25.2","2010","Source: World Development Indicators database, World Bank.","Source: Central Administration for Public Mobilization and Statistics. Poverty line is absolute. Government estimate. ","CA","","","","","","","","","ALLAREA","","","","","","","G","","","","","","","",""
"1","1.2","1.2.1","SI_POV_NAHC","Proportion of population living below the national poverty line (%)","818","Egypt","2012","26.3","2012","Source: World Development Indicators database, World Bank.","Source: Central Administration for Public Mobilization and Statistics. Poverty line is absolute. Government estimate. ","CA","","","","","","","","","ALLAREA","","","","","","","G","","","","","","","",""
"1","1.2","1.2.1","SI_POV_NAHC","Proportion of population living below the national poverty line (%)","818","Egypt","2015","27.8","2015","Source: World Development Indicators database, World Bank.","Source: Central Administration for Public Mobilization and Statistics. Poverty line is absolute. Government estimate. ","CA","","","","","","","","","ALLAREA","","","","","","","G","","","","","","","",""
"1","1.3","1.3.1","SI_COV_BENFTS","[ILO] Proportion of population covered by at least one social protection benefit (%)","818","Egypt","2016","36.8806","","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data, refers to the population effectively covered by at least one social protection cash transfer","E","","","","","","","","","","","","","","","","G","BOTHSEX","","","","","","",""
"1","1.3","1.3.1","SI_COV_MATNL","[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%)","818","Egypt","2016","100","","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","E","","","","","","","","","","","","","","","","G","FEMALE","","","","","","",""
"1","1.3","1.3.1","SI_COV_SOCAST","[World Bank] Proportion of population covered by social assistance programs (%)","818","Egypt","2008","44.87781","2008","World Bank","It is important to note that the extent to which information on specific social protection and labor (SPL) transfers and programs is captured in the household surveys can vary a lot across countries. Often household surveys do not capture the universe of social protection and labor (SPL) programs in the country, at the best only  the largest programs.  
Therefore, country program information on country SPL programs included in ASPIRE is limited to what is captured by the respective national household surveys only and does not necessarily represent the universe of programs. In addition, the availability of ASPIRE indicators depends on the type of questions included in the survey. If transfer amounts are available, for example, adequacy and impact on poverty indicators can be generated. If only program participation questions are included in the survey, only non-monetary indicators can be generated such as coverage or beneficiary incidence. 
As a consequence, ASPIRE performance indicators are not fully comparable across harmonized program categories and countries. 
However, household surveys have the unique advantage of allowing analysis of program impact on household welfare. With such caveats in mind, ASPIRE indicators based on household surveys provide an approximate measure of social protection systems performance. 
Generally, ASPIRE indicators are based on a first level analysis of original household survey data (with no imputations) and on a unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data. While efforts are made to ensure consistency between ASPIRE indicators and WB regional and country reports, there may still be cases where ASPIRE performance indicators differ from official WB country reports.","NA","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.3","1.3.1","SI_COV_SOCASTPQ","[World Bank] Poorest quintile covered by social assistance programs (%)","818","Egypt","2008","54.86063","2008","World Bank","It is important to note that the extent to which information on specific social protection and labor (SPL) transfers and programs is captured in the household surveys can vary a lot across countries. Often household surveys do not capture the universe of social protection and labor (SPL) programs in the country, at the best only  the largest programs.  
Therefore, country program information on country SPL programs included in ASPIRE is limited to what is captured by the respective national household surveys only and does not necessarily represent the universe of programs. In addition, the availability of ASPIRE indicators depends on the type of questions included in the survey. If transfer amounts are available, for example, adequacy and impact on poverty indicators can be generated. If only program participation questions are included in the survey, only non-monetary indicators can be generated such as coverage or beneficiary incidence. 
As a consequence, ASPIRE performance indicators are not fully comparable across harmonized program categories and countries. 
However, household surveys have the unique advantage of allowing analysis of program impact on household welfare. With such caveats in mind, ASPIRE indicators based on household surveys provide an approximate measure of social protection systems performance. 
Generally, ASPIRE indicators are based on a first level analysis of original household survey data (with no imputations) and on a unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data. While efforts are made to ensure consistency between ASPIRE indicators and WB regional and country reports, there may still be cases where ASPIRE performance indicators differ from official WB country reports.","NA","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.3","1.3.1","SI_COV_SOCINS","[World Bank] Proportion of population covered by social insurance programs (%)","818","Egypt","2008","21.30409","2008","World Bank","It is important to note that the extent to which information on specific social protection and labor (SPL) transfers and programs is captured in the household surveys can vary a lot across countries. Often household surveys do not capture the universe of social protection and labor (SPL) programs in the country, at the best only  the largest programs.  
Therefore, country program information on country SPL programs included in ASPIRE is limited to what is captured by the respective national household surveys only and does not necessarily represent the universe of programs. In addition, the availability of ASPIRE indicators depends on the type of questions included in the survey. If transfer amounts are available, for example, adequacy and impact on poverty indicators can be generated. If only program participation questions are included in the survey, only non-monetary indicators can be generated such as coverage or beneficiary incidence. 
As a consequence, ASPIRE performance indicators are not fully comparable across harmonized program categories and countries. 
However, household surveys have the unique advantage of allowing analysis of program impact on household welfare. With such caveats in mind, ASPIRE indicators based on household surveys provide an approximate measure of social protection systems performance. 
Generally, ASPIRE indicators are based on a first level analysis of original household survey data (with no imputations) and on a unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data. While efforts are made to ensure consistency between ASPIRE indicators and WB regional and country reports, there may still be cases where ASPIRE performance indicators differ from official WB country reports.","NA","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.3","1.3.1","SI_COV_SOCINSPQ","[World Bank] Poorest quintile covered by social insurance programs (%)","818","Egypt","2008","17.72657","2008","World Bank","It is important to note that the extent to which information on specific social protection and labor (SPL) transfers and programs is captured in the household surveys can vary a lot across countries. Often household surveys do not capture the universe of social protection and labor (SPL) programs in the country, at the best only  the largest programs.  
Therefore, country program information on country SPL programs included in ASPIRE is limited to what is captured by the respective national household surveys only and does not necessarily represent the universe of programs. In addition, the availability of ASPIRE indicators depends on the type of questions included in the survey. If transfer amounts are available, for example, adequacy and impact on poverty indicators can be generated. If only program participation questions are included in the survey, only non-monetary indicators can be generated such as coverage or beneficiary incidence. 
As a consequence, ASPIRE performance indicators are not fully comparable across harmonized program categories and countries. 
However, household surveys have the unique advantage of allowing analysis of program impact on household welfare. With such caveats in mind, ASPIRE indicators based on household surveys provide an approximate measure of social protection systems performance. 
Generally, ASPIRE indicators are based on a first level analysis of original household survey data (with no imputations) and on a unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data. While efforts are made to ensure consistency between ASPIRE indicators and WB regional and country reports, there may still be cases where ASPIRE performance indicators differ from official WB country reports.","NA","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_AFFCT","Number of people affected by disaster (number)","818","Egypt","2016","17180","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_AFFCT","Number of people affected by disaster (number)","818","Egypt","2017","20587","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_AGLH","Direct agriculture loss attributed to disasters, by hazard type (millions of current United States dollars)","818","Egypt","2016","0.0000000","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_AGLH","Direct agriculture loss attributed to disasters, by hazard type (millions of current United States dollars)","818","Egypt","2017","0.0000000","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_AGLN","Direct agriculture loss attributed to disasters (millions of current United States dollars)","818","Egypt","2016","0.000000","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_AGLN","Direct agriculture loss attributed to disasters (millions of current United States dollars)","818","Egypt","2017","0.000000","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_CHLN","Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)","818","Egypt","2016","0","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_CHLN","Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)","818","Egypt","2017","0","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","818","Egypt","2016","0.000","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_CILN","Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (millions of current United States dollars)","818","Egypt","2017","0.000","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DADN","Number damaged dwellings attributed to disasters (number)","818","Egypt","2016","0","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DADN","Number damaged dwellings attributed to disasters (number)","818","Egypt","2017","12","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","818","Egypt","2016","18.12","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","818","Egypt","2017","21.72","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DDHN","Number damaged dwellings attributed to disasters, by hazard type (number)","818","Egypt","2016","0","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DDHN","Number damaged dwellings attributed to disasters, by hazard type (number)","818","Egypt","2017","12","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DYDN","Number destroyed dwellings attributed to disasters (number)","818","Egypt","2016","0","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DYDN","Number destroyed dwellings attributed to disasters (number)","818","Egypt","2017","0","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DYHN","Number destroyed dwellings attributed to disasters, by hazard type (number)","818","Egypt","2016","0","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.1","VC_DSR_DYHN","Number destroyed dwellings attributed to disasters, by hazard type (number)","818","Egypt","2017","0","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_GDPLS","Direct economic loss attributed to disasters (millions of current United States dollars)","818","Egypt","2016","0.000000","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_GDPLS","Direct economic loss attributed to disasters (millions of current United States dollars)","818","Egypt","2017","0.000000","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_HOLH","Direct economic loss in the housing sector attributed to disasters, by hazard type (millions of current United States dollars)","818","Egypt","2016","0.0000000","2016","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
"1","1.5","1.5.2","VC_DSR_HOLH","Direct economic loss in the housing sector attributed to disasters, by hazard type (millions of current United States dollars)","818","Egypt","2017","0.0000000","2017","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”","C","","","","","","CSOLD","","","","","","","","","","G","","","","","","","",""
